ID операции,Дата,ID магазина,Артикул,"Количество упаковок, шт",Тип операции
1985,9/7/2023,M12,53,279,Продажа
1986,9/7/2023,M12,54,357,Продажа
1987,9/7/2023,M12,55,355,Продажа
1988,9/7/2023,M12,56,343,Продажа
1989,9/7/2023,M12,57,322,Продажа
1990,9/7/2023,M12,58,369,Продажа
1991,9/7/2023,M12,59,399,Продажа
1992,9/7/2023,M12,60,307,Продажа
1993,9/7/2023,M13,37,302,Продажа
1994,9/7/2023,M13,38,301,Продажа
1995,9/7/2023,M13,39,357,Продажа
1996,9/7/2023,M13,40,268,Продажа
1997,9/7/2023,M13,41,279,Продажа
1998,9/7/2023,M13,42,281,Продажа
1999,9/7/2023,M13,43,292,Продажа
2000,9/7/2023,M13,44,203,Продажа
2001,9/7/2023,M13,45,214,Продажа
2002,9/7/2023,M13,46,225,Продажа
2003,9/7/2023,M13,47,357,Продажа
2004,9/7/2023,M13,48,355,Продажа
2005,9/7/2023,M13,49,343,Продажа
2006,9/7/2023,M13,50,322,Продажа
2007,9/7/2023,M13,51,369,Продажа
2008,9/7/2023,M13,52,399,Продажа
2009,9/7/2023,M13,53,307,Продажа
2010,9/7/2023,M13,54,302,Продажа
2011,9/7/2023,M13,55,301,Продажа
2012,9/7/2023,M13,56,357,Продажа
2013,9/7/2023,M13,57,268,Продажа
2014,9/7/2023,M13,58,279,Продажа
2015,9/7/2023,M13,59,281,Продажа
2016,9/7/2023,M13,60,292,Продажа
2017,9/7/2023,M16,37,203,Продажа
2018,9/7/2023,M16,38,214,Продажа
2019,9/7/2023,M16,39,225,Продажа
2020,9/7/2023,M16,40,357,Продажа
2021,9/7/2023,M16,41,355,Продажа
2022,9/7/2023,M16,42,343,Продажа
2023,9/7/2023,M16,43,322,Продажа
2024,9/7/2023,M16,44,369,Продажа
2025,9/7/2023,M16,45,399,Продажа
2026,9/7/2023,M16,46,307,Продажа
2027,9/7/2023,M16,47,302,Продажа
2028,9/7/2023,M16,48,301,Продажа
2029,9/7/2023,M16,49,357,Продажа
2030,9/7/2023,M16,50,268,Продажа
2031,9/7/2023,M16,51,279,Продажа
2032,9/7/2023,M16,52,357,Продажа
2033,9/7/2023,M16,53,355,Продажа
2034,9/7/2023,M16,54,343,Продажа
2035,9/7/2023,M16,55,322,Продажа
2036,9/7/2023,M16,56,369,Продажа
2037,9/7/2023,M16,57,399,Продажа
2038,9/7/2023,M16,58,307,Продажа
2039,9/7/2023,M16,59,302,Продажа
2040,9/7/2023,M16,60,301,Продажа
2041,9/7/2023,M3,37,180,Продажа
2042,9/7/2023,M3,38,142,Продажа
2043,9/7/2023,M3,39,156,Продажа
2044,9/7/2023,M3,40,144,Продажа
2045,9/7/2023,M3,41,178,Продажа
2046,9/7/2023,M3,42,169,Продажа
2047,9/7/2023,M3,43,196,Продажа
2048,9/7/2023,M3,44,123,Продажа
2049,9/7/2023,M3,45,111,Продажа
2050,9/7/2023,M3,46,158,Продажа
2051,9/7/2023,M3,47,175,Продажа
2052,9/7/2023,M3,48,114,Продажа
2053,9/7/2023,M3,49,139,Продажа
2054,9/7/2023,M3,50,141,Продажа
2055,9/7/2023,M3,51,122,Продажа
2056,9/7/2023,M3,52,123,Продажа
2057,9/7/2023,M3,53,158,Продажа
2058,9/7/2023,M3,54,146,Продажа
2059,9/7/2023,M3,55,147,Продажа
2060,9/7/2023,M3,56,169,Продажа
2061,9/7/2023,M3,57,199,Продажа
2062,9/7/2023,M3,58,147,Продажа
2063,9/7/2023,M3,59,138,Продажа
2064,9/7/2023,M3,60,129,Продажа
2065,9/7/2023,M9,37,191,Продажа
2066,9/7/2023,M9,38,155,Продажа
2067,9/7/2023,M9,39,143,Продажа
2068,9/7/2023,M9,40,178,Продажа
2069,9/7/2023,M9,41,146,Продажа
2070,9/7/2023,M9,42,128,Продажа
2071,9/7/2023,M9,43,191,Продажа
2072,9/7/2023,M9,44,165,Продажа
2073,9/7/2023,M9,45,167,Продажа
2074,9/7/2023,M9,46,132,Продажа
2075,9/7/2023,M9,47,105,Продажа
2076,9/7/2023,M9,48,114,Продажа
2077,9/7/2023,M9,49,192,Продажа
2078,9/7/2023,M9,50,145,Продажа
2079,9/7/2023,M9,51,163,Продажа
2080,9/7/2023,M9,52,128,Продажа
2081,9/7/2023,M9,53,145,Продажа
2082,9/7/2023,M9,54,138,Продажа
2083,9/7/2023,M9,55,164,Продажа
2084,9/7/2023,M9,56,176,Продажа
2085,9/7/2023,M9,57,128,Продажа
2086,9/7/2023,M9,58,146,Продажа
2087,9/7/2023,M9,59,173,Продажа
2088,9/7/2023,M9,60,180,Продажа
2089,9/7/2023,M11,37,142,Продажа
2090,9/7/2023,M11,38,156,Продажа
2091,9/7/2023,M11,39,144,Продажа
2092,9/7/2023,M11,40,178,Продажа
2093,9/7/2023,M11,41,180,Продажа
2094,9/7/2023,M11,42,142,Продажа
2095,9/7/2023,M11,43,156,Продажа
2096,9/7/2023,M11,44,144,Продажа
2097,9/7/2023,M11,45,178,Продажа
2098,9/7/2023,M11,46,169,Продажа
2099,9/7/2023,M11,47,196,Продажа
2100,9/7/2023,M11,48,123,Продажа
2101,9/7/2023,M11,49,111,Продажа
2102,9/7/2023,M11,50,158,Продажа
2103,9/7/2023,M11,51,175,Продажа
2104,9/7/2023,M11,52,114,Продажа
2105,9/7/2023,M11,53,139,Продажа
2106,9/7/2023,M11,54,141,Продажа
2107,9/7/2023,M11,55,122,Продажа
2108,9/7/2023,M11,56,123,Продажа
2109,9/7/2023,M11,57,158,Продажа
2110,9/7/2023,M11,58,146,Продажа
2111,9/7/2023,M11,59,147,Продажа
2112,9/7/2023,M11,60,169,Продажа
2113,9/7/2023,M14,37,199,Продажа
2114,9/7/2023,M14,38,147,Продажа
2115,9/7/2023,M14,39,138,Продажа
2116,9/7/2023,M14,40,129,Продажа
2117,9/7/2023,M14,41,191,Продажа
2118,9/7/2023,M14,42,155,Продажа
2119,9/7/2023,M14,43,143,Продажа
2120,9/7/2023,M14,44,178,Продажа
2121,9/7/2023,M14,45,146,Продажа
2122,9/7/2023,M14,46,128,Продажа
2123,9/7/2023,M14,47,191,Продажа
2124,9/7/2023,M14,48,165,Продажа
2125,9/7/2023,M14,49,167,Продажа
2126,9/7/2023,M14,50,132,Продажа
2127,9/7/2023,M14,51,105,Продажа
2128,9/7/2023,M14,52,114,Продажа
2129,9/7/2023,M14,53,192,Продажа
2130,9/7/2023,M14,54,145,Продажа
2131,9/7/2023,M14,55,163,Продажа
2132,9/7/2023,M14,56,128,Продажа
2133,9/7/2023,M14,57,145,Продажа
2134,9/7/2023,M14,58,138,Продажа
2135,9/7/2023,M14,59,164,Продажа
2136,9/7/2023,M14,60,176,Продажа
2137,9/7/2023,M17,37,128,Продажа
2138,9/7/2023,M17,38,146,Продажа
2139,9/7/2023,M17,39,173,Продажа
2140,9/7/2023,M17,40,180,Продажа
2141,9/7/2023,M17,41,142,Продажа
2142,9/7/2023,M17,42,156,Продажа
2143,9/7/2023,M17,43,144,Продажа
2144,9/7/2023,M17,44,178,Продажа
2145,9/7/2023,M17,45,105,Продажа
2146,9/7/2023,M17,46,114,Продажа
2147,9/7/2023,M17,47,192,Продажа
2148,9/7/2023,M17,48,145,Продажа
2149,9/7/2023,M17,49,163,Продажа
2150,9/7/2023,M17,50,128,Продажа
2151,9/7/2023,M17,51,145,Продажа
2152,9/7/2023,M17,52,138,Продажа
2153,9/7/2023,M17,53,164,Продажа
2154,9/7/2023,M17,54,176,Продажа
2155,9/7/2023,M17,55,128,Продажа
2156,9/7/2023,M17,56,146,Продажа
2157,9/7/2023,M17,57,173,Продажа
2158,9/7/2023,M17,58,180,Продажа
2159,9/7/2023,M17,59,147,Продажа
2160,9/7/2023,M17,60,178,Продажа
2161,9/8/2023,M1,1,300,Поступление
2162,9/8/2023,M1,2,300,Поступление
2163,9/8/2023,M1,3,300,Поступление
2164,9/8/2023,M1,4,300,Поступление
2165,9/8/2023,M1,5,300,Поступление
2166,9/8/2023,M1,6,300,Поступление
2167,9/8/2023,M1,7,300,Поступление
2168,9/8/2023,M1,8,300,Поступление
2169,9/8/2023,M1,9,300,Поступление
2170,9/8/2023,M1,10,300,Поступление
2171,9/8/2023,M1,11,300,Поступление
2172,9/8/2023,M1,12,300,Поступление
2173,9/8/2023,M1,13,300,Поступление
2174,9/8/2023,M1,14,300,Поступление
2175,9/8/2023,M1,15,300,Поступление
2176,9/8/2023,M1,16,300,Поступление
2177,9/8/2023,M1,17,300,Поступление
2178,9/8/2023,M1,18,300,Поступление
2179,9/8/2023,M1,19,300,Поступление
2180,9/8/2023,M1,20,300,Поступление
2181,9/8/2023,M1,21,300,Поступление
2182,9/8/2023,M1,22,300,Поступление
2183,9/8/2023,M1,23,300,Поступление
2184,9/8/2023,M1,24,300,Поступление
2185,9/8/2023,M1,25,300,Поступление
2186,9/8/2023,M1,26,300,Поступление
2187,9/8/2023,M1,27,300,Поступление
2188,9/8/2023,M1,28,300,Поступление
2189,9/8/2023,M1,29,300,Поступление
2190,9/8/2023,M1,30,300,Поступление
2191,9/8/2023,M1,31,300,Поступление
2192,9/8/2023,M1,32,300,Поступление
2193,9/8/2023,M1,33,300,Поступление
2194,9/8/2023,M1,34,300,Поступление
2195,9/8/2023,M1,35,300,Поступление
2196,9/8/2023,M1,36,300,Поступление
2197,9/8/2023,M5,1,300,Поступление
2198,9/8/2023,M5,2,300,Поступление
2199,9/8/2023,M5,3,300,Поступление
2200,9/8/2023,M5,4,300,Поступление
2201,9/8/2023,M5,5,300,Поступление
2202,9/8/2023,M5,6,300,Поступление
2203,9/8/2023,M5,7,300,Поступление
2204,9/8/2023,M5,8,300,Поступление
2205,9/8/2023,M5,9,300,Поступление
2206,9/8/2023,M5,10,300,Поступление
2207,9/8/2023,M5,11,300,Поступление
2208,9/8/2023,M5,12,300,Поступление
2209,9/8/2023,M5,13,300,Поступление
2210,9/8/2023,M5,14,300,Поступление
2211,9/8/2023,M5,15,300,Поступление
2212,9/8/2023,M5,16,300,Поступление
2213,9/8/2023,M5,17,300,Поступление
2214,9/8/2023,M5,18,300,Поступление
2215,9/8/2023,M5,19,300,Поступление
2216,9/8/2023,M5,20,300,Поступление
2217,9/8/2023,M5,21,300,Поступление
2218,9/8/2023,M5,22,300,Поступление
2219,9/8/2023,M5,23,300,Поступление
2220,9/8/2023,M5,24,300,Поступление
2221,9/8/2023,M5,25,300,Поступление
2222,9/8/2023,M5,26,300,Поступление
2223,9/8/2023,M5,27,300,Поступление
2224,9/8/2023,M5,28,300,Поступление
2225,9/8/2023,M5,29,300,Поступление
2226,9/8/2023,M5,30,300,Поступление
2227,9/8/2023,M5,31,300,Поступление
2228,9/8/2023,M5,32,300,Поступление
2229,9/8/2023,M5,33,300,Поступление
2230,9/8/2023,M5,34,300,Поступление
2231,9/8/2023,M5,35,300,Поступление
2232,9/8/2023,M5,36,300,Поступление
2233,9/8/2023,M6,1,300,Поступление
2234,9/8/2023,M6,2,300,Поступление
2235,9/8/2023,M6,3,300,Поступление
2236,9/8/2023,M6,4,300,Поступление
2237,9/8/2023,M6,5,300,Поступление
2238,9/8/2023,M6,6,300,Поступление
2239,9/8/2023,M6,7,300,Поступление
2240,9/8/2023,M6,8,300,Поступление
2241,9/8/2023,M6,9,300,Поступление
2242,9/8/2023,M6,10,300,Поступление
2243,9/8/2023,M6,11,300,Поступление
2244,9/8/2023,M6,12,300,Поступление
2245,9/8/2023,M6,13,300,Поступление
2246,9/8/2023,M6,14,300,Поступление
2247,9/8/2023,M6,15,300,Поступление
2248,9/8/2023,M6,16,300,Поступление
2249,9/8/2023,M6,17,300,Поступление
2250,9/8/2023,M6,18,300,Поступление
2251,9/8/2023,M6,19,300,Поступление
2252,9/8/2023,M6,20,300,Поступление
2253,9/8/2023,M6,21,300,Поступление
2254,9/8/2023,M6,22,300,Поступление
2255,9/8/2023,M6,23,300,Поступление
2256,9/8/2023,M6,24,300,Поступление
2257,9/8/2023,M6,25,300,Поступление
2258,9/8/2023,M6,26,300,Поступление
2259,9/8/2023,M6,27,300,Поступление
2260,9/8/2023,M6,28,300,Поступление
2261,9/8/2023,M6,29,300,Поступление
2262,9/8/2023,M6,30,300,Поступление
2263,9/8/2023,M6,31,300,Поступление
2264,9/8/2023,M6,32,300,Поступление
2265,9/8/2023,M6,33,300,Поступление
2266,9/8/2023,M6,34,300,Поступление
2267,9/8/2023,M6,35,300,Поступление
2268,9/8/2023,M6,36,300,Поступление
2269,9/8/2023,M10,1,300,Поступление
2270,9/8/2023,M10,2,300,Поступление
2271,9/8/2023,M10,3,300,Поступление
2272,9/8/2023,M10,4,300,Поступление
2273,9/8/2023,M10,5,300,Поступление
2274,9/8/2023,M10,6,300,Поступление
2275,9/8/2023,M10,7,300,Поступление
2276,9/8/2023,M10,8,300,Поступление
2277,9/8/2023,M10,9,300,Поступление
2278,9/8/2023,M10,10,300,Поступление
2279,9/8/2023,M10,11,300,Поступление
2280,9/8/2023,M10,12,300,Поступление
2281,9/8/2023,M10,13,300,Поступление
2282,9/8/2023,M10,14,300,Поступление
2283,9/8/2023,M10,15,300,Поступление
2284,9/8/2023,M10,16,300,Поступление
2285,9/8/2023,M10,17,300,Поступление
2286,9/8/2023,M10,18,300,Поступление
2287,9/8/2023,M10,19,300,Поступление
2288,9/8/2023,M10,20,300,Поступление
2289,9/8/2023,M10,21,300,Поступление
2290,9/8/2023,M10,22,300,Поступление
2291,9/8/2023,M10,23,300,Поступление
2292,9/8/2023,M10,24,300,Поступление
2293,9/8/2023,M10,25,300,Поступление
2294,9/8/2023,M10,26,300,Поступление
2295,9/8/2023,M10,27,300,Поступление
2296,9/8/2023,M10,28,300,Поступление
2297,9/8/2023,M10,29,300,Поступление
2298,9/8/2023,M10,30,300,Поступление
2299,9/8/2023,M10,31,300,Поступление
2300,9/8/2023,M10,32,300,Поступление
2301,9/8/2023,M10,33,300,Поступление
2302,9/8/2023,M10,34,300,Поступление
2303,9/8/2023,M10,35,300,Поступление
2304,9/8/2023,M10,36,300,Поступление
2305,9/8/2023,M15,1,300,Поступление
2306,9/8/2023,M15,2,300,Поступление
2307,9/8/2023,M15,3,300,Поступление
2308,9/8/2023,M15,4,300,Поступление
2309,9/8/2023,M15,5,300,Поступление
2310,9/8/2023,M15,6,300,Поступление
2311,9/8/2023,M15,7,300,Поступление
2312,9/8/2023,M15,8,300,Поступление
2313,9/8/2023,M15,9,300,Поступление
2314,9/8/2023,M15,10,300,Поступление
2315,9/8/2023,M15,11,300,Поступление
2316,9/8/2023,M15,12,300,Поступление
2317,9/8/2023,M15,13,300,Поступление
2318,9/8/2023,M15,14,300,Поступление
2319,9/8/2023,M15,15,300,Поступление
2320,9/8/2023,M15,16,300,Поступление
2321,9/8/2023,M15,17,300,Поступление
2322,9/8/2023,M15,18,300,Поступление
2323,9/8/2023,M15,19,300,Поступление
2324,9/8/2023,M15,20,300,Поступление
2325,9/8/2023,M15,21,300,Поступление
2326,9/8/2023,M15,22,300,Поступление
2327,9/8/2023,M15,23,300,Поступление
2328,9/8/2023,M15,24,300,Поступление
2329,9/8/2023,M15,25,300,Поступление
2330,9/8/2023,M15,26,300,Поступление
2331,9/8/2023,M15,27,300,Поступление
2332,9/8/2023,M15,28,300,Поступление
2333,9/8/2023,M15,29,300,Поступление
2334,9/8/2023,M15,30,300,Поступление
2335,9/8/2023,M15,31,300,Поступление
2336,9/8/2023,M15,32,300,Поступление
2337,9/8/2023,M15,33,300,Поступление
2338,9/8/2023,M15,34,300,Поступление
2339,9/8/2023,M15,35,300,Поступление
2340,9/8/2023,M15,36,300,Поступление
2341,9/8/2023,M18,1,300,Поступление
2342,9/8/2023,M18,2,300,Поступление
2343,9/8/2023,M18,3,300,Поступление
2344,9/8/2023,M18,4,300,Поступление
2345,9/8/2023,M18,5,300,Поступление
2346,9/8/2023,M18,6,300,Поступление
2347,9/8/2023,M18,7,300,Поступление
2348,9/8/2023,M18,8,300,Поступление
2349,9/8/2023,M18,9,300,Поступление
2350,9/8/2023,M18,10,300,Поступление
2351,9/8/2023,M18,11,300,Поступление
2352,9/8/2023,M18,12,300,Поступление
2353,9/8/2023,M18,13,300,Поступление
2354,9/8/2023,M18,14,300,Поступление
2355,9/8/2023,M18,15,300,Поступление
2356,9/8/2023,M18,16,300,Поступление
2357,9/8/2023,M18,17,300,Поступление
2358,9/8/2023,M18,18,300,Поступление
2359,9/8/2023,M18,19,300,Поступление
2360,9/8/2023,M18,20,300,Поступление
2361,9/8/2023,M18,21,300,Поступление
2362,9/8/2023,M18,22,300,Поступление
2363,9/8/2023,M18,23,300,Поступление
2364,9/8/2023,M18,24,300,Поступление
2365,9/8/2023,M18,25,300,Поступление
2366,9/8/2023,M18,26,300,Поступление
2367,9/8/2023,M18,27,300,Поступление
2368,9/8/2023,M18,28,300,Поступление
2369,9/8/2023,M18,29,300,Поступление
2370,9/8/2023,M18,30,300,Поступление
2371,9/8/2023,M18,31,300,Поступление
2372,9/8/2023,M18,32,300,Поступление
2373,9/8/2023,M18,33,300,Поступление
2374,9/8/2023,M18,34,300,Поступление
2375,9/8/2023,M18,35,300,Поступление
2376,9/8/2023,M18,36,300,Поступление
2377,9/8/2023,M2,1,400,Поступление
2378,9/8/2023,M2,2,400,Поступление
2379,9/8/2023,M2,3,400,Поступление
2380,9/8/2023,M2,4,400,Поступление
2381,9/8/2023,M2,5,400,Поступление
2382,9/8/2023,M2,6,400,Поступление
2383,9/8/2023,M2,7,400,Поступление
2384,9/8/2023,M2,8,400,Поступление
2385,9/8/2023,M2,9,400,Поступление
2386,9/8/2023,M2,10,400,Поступление
2387,9/8/2023,M2,11,400,Поступление
2388,9/8/2023,M2,12,400,Поступление
2389,9/8/2023,M2,13,400,Поступление
2390,9/8/2023,M2,14,400,Поступление
2391,9/8/2023,M2,15,400,Поступление
2392,9/8/2023,M2,16,400,Поступление
2393,9/8/2023,M2,17,400,Поступление
2394,9/8/2023,M2,18,400,Поступление
2395,9/8/2023,M2,19,400,Поступление
2396,9/8/2023,M2,20,400,Поступление
2397,9/8/2023,M2,21,400,Поступление
2398,9/8/2023,M2,22,400,Поступление
2399,9/8/2023,M2,23,400,Поступление
2400,9/8/2023,M2,24,400,Поступление
2401,9/8/2023,M2,25,400,Поступление
2402,9/8/2023,M2,26,400,Поступление
2403,9/8/2023,M2,27,400,Поступление
2404,9/8/2023,M2,28,400,Поступление
2405,9/8/2023,M2,29,400,Поступление
2406,9/8/2023,M2,30,400,Поступление
2407,9/8/2023,M2,31,400,Поступление
2408,9/8/2023,M2,32,400,Поступление
2409,9/8/2023,M2,33,400,Поступление
2410,9/8/2023,M2,34,400,Поступление
2411,9/8/2023,M2,35,400,Поступление
2412,9/8/2023,M2,36,400,Поступление
2413,9/8/2023,M4,1,400,Поступление
2414,9/8/2023,M4,2,400,Поступление
2415,9/8/2023,M4,3,400,Поступление
2416,9/8/2023,M4,4,400,Поступление
2417,9/8/2023,M4,5,400,Поступление
2418,9/8/2023,M4,6,400,Поступление
2419,9/8/2023,M4,7,400,Поступление
2420,9/8/2023,M4,8,400,Поступление
2421,9/8/2023,M4,9,400,Поступление
2422,9/8/2023,M4,10,400,Поступление
2423,9/8/2023,M4,11,400,Поступление
2424,9/8/2023,M4,12,400,Поступление
2425,9/8/2023,M4,13,400,Поступление
2426,9/8/2023,M4,14,400,Поступление
2427,9/8/2023,M4,15,400,Поступление
2428,9/8/2023,M4,16,400,Поступление
2429,9/8/2023,M4,17,400,Поступление
2430,9/8/2023,M4,18,400,Поступление
2431,9/8/2023,M4,19,400,Поступление
2432,9/8/2023,M4,20,400,Поступление
2433,9/8/2023,M4,21,400,Поступление
2434,9/8/2023,M4,22,400,Поступление
2435,9/8/2023,M4,23,400,Поступление
2436,9/8/2023,M4,24,400,Поступление
2437,9/8/2023,M4,25,400,Поступление
2438,9/8/2023,M4,26,400,Поступление
2439,9/8/2023,M4,27,400,Поступление
2440,9/8/2023,M4,28,400,Поступление
2441,9/8/2023,M4,29,400,Поступление
2442,9/8/2023,M4,30,400,Поступление
2443,9/8/2023,M4,31,400,Поступление
2444,9/8/2023,M4,32,400,Поступление
2445,9/8/2023,M4,33,400,Поступление
2446,9/8/2023,M4,34,400,Поступление
2447,9/8/2023,M4,35,400,Поступление
2448,9/8/2023,M4,36,400,Поступление
2449,9/8/2023,M7,1,400,Поступление
2450,9/8/2023,M7,2,400,Поступление
2451,9/8/2023,M7,3,400,Поступление
2452,9/8/2023,M7,4,400,Поступление
2453,9/8/2023,M7,5,400,Поступление
2454,9/8/2023,M7,6,400,Поступление
2455,9/8/2023,M7,7,400,Поступление
2456,9/8/2023,M7,8,400,Поступление
2457,9/8/2023,M7,9,400,Поступление
2458,9/8/2023,M7,10,400,Поступление
2459,9/8/2023,M7,11,400,Поступление
2460,9/8/2023,M7,12,400,Поступление
2461,9/8/2023,M7,13,400,Поступление
2462,9/8/2023,M7,14,400,Поступление
2463,9/8/2023,M7,15,400,Поступление
2464,9/8/2023,M7,16,400,Поступление
2465,9/8/2023,M7,17,400,Поступление
2466,9/8/2023,M7,18,400,Поступление
2467,9/8/2023,M7,19,400,Поступление
2468,9/8/2023,M7,20,400,Поступление
2469,9/8/2023,M7,21,400,Поступление
2470,9/8/2023,M7,22,400,Поступление
2471,9/8/2023,M7,23,400,Поступление
2472,9/8/2023,M7,24,400,Поступление
2473,9/8/2023,M7,25,400,Поступление
2474,9/8/2023,M7,26,400,Поступление
2475,9/8/2023,M7,27,400,Поступление
2476,9/8/2023,M7,28,400,Поступление
2477,9/8/2023,M7,29,400,Поступление
2478,9/8/2023,M7,30,400,Поступление
2479,9/8/2023,M7,31,400,Поступление
2480,9/8/2023,M7,32,400,Поступление
2481,9/8/2023,M7,33,400,Поступление
2482,9/8/2023,M7,34,400,Поступление
2483,9/8/2023,M7,35,400,Поступление
2484,9/8/2023,M7,36,400,Поступление
2485,9/8/2023,M8,1,400,Поступление
2486,9/8/2023,M8,2,400,Поступление
2487,9/8/2023,M8,3,400,Поступление
2488,9/8/2023,M8,4,400,Поступление
2489,9/8/2023,M8,5,400,Поступление
2490,9/8/2023,M8,6,400,Поступление
2491,9/8/2023,M8,7,400,Поступление
2492,9/8/2023,M8,8,400,Поступление
2493,9/8/2023,M8,9,400,Поступление
2494,9/8/2023,M8,10,400,Поступление
2495,9/8/2023,M8,11,400,Поступление
2496,9/8/2023,M8,12,400,Поступление
2497,9/8/2023,M8,13,400,Поступление
2498,9/8/2023,M8,14,400,Поступление
2499,9/8/2023,M8,15,400,Поступление
2500,9/8/2023,M8,16,400,Поступление
2501,9/8/2023,M8,17,400,Поступление
2502,9/8/2023,M8,18,400,Поступление
2503,9/8/2023,M8,19,400,Поступление
2504,9/8/2023,M8,20,400,Поступление
2505,9/8/2023,M8,21,400,Поступление
2506,9/8/2023,M8,22,400,Поступление
2507,9/8/2023,M8,23,400,Поступление
2508,9/8/2023,M8,24,400,Поступление
2509,9/8/2023,M8,25,400,Поступление
2510,9/8/2023,M8,26,400,Поступление
2511,9/8/2023,M8,27,400,Поступление
2512,9/8/2023,M8,28,400,Поступление
2513,9/8/2023,M8,29,400,Поступление
2514,9/8/2023,M8,30,400,Поступление
2515,9/8/2023,M8,31,400,Поступление
2516,9/8/2023,M8,32,400,Поступление
2517,9/8/2023,M8,33,400,Поступление
2518,9/8/2023,M8,34,400,Поступление
2519,9/8/2023,M8,35,400,Поступление
2520,9/8/2023,M8,36,400,Поступление
2521,9/8/2023,M12,1,400,Поступление
2522,9/8/2023,M12,2,400,Поступление
2523,9/8/2023,M12,3,400,Поступление
2524,9/8/2023,M12,4,400,Поступление
2525,9/8/2023,M12,5,400,Поступление
2526,9/8/2023,M12,6,400,Поступление
2527,9/8/2023,M12,7,400,Поступление
2528,9/8/2023,M12,8,400,Поступление
2529,9/8/2023,M12,9,400,Поступление
2530,9/8/2023,M12,10,400,Поступление
2531,9/8/2023,M12,11,400,Поступление
2532,9/8/2023,M12,12,400,Поступление
2533,9/8/2023,M12,13,400,Поступление
2534,9/8/2023,M12,14,400,Поступление
2535,9/8/2023,M12,15,400,Поступление
2536,9/8/2023,M12,16,400,Поступление
2537,9/8/2023,M12,17,400,Поступление
2538,9/8/2023,M12,18,400,Поступление
2539,9/8/2023,M12,19,400,Поступление
2540,9/8/2023,M12,20,400,Поступление
2541,9/8/2023,M12,21,400,Поступление
2542,9/8/2023,M12,22,400,Поступление
2543,9/8/2023,M12,23,400,Поступление
2544,9/8/2023,M12,24,400,Поступление
2545,9/8/2023,M12,25,400,Поступление
2546,9/8/2023,M12,26,400,Поступление
2547,9/8/2023,M12,27,400,Поступление
2548,9/8/2023,M12,28,400,Поступление
2549,9/8/2023,M12,29,400,Поступление
2550,9/8/2023,M12,30,400,Поступление
2551,9/8/2023,M12,31,400,Поступление
2552,9/8/2023,M12,32,400,Поступление
2553,9/8/2023,M12,33,400,Поступление
2554,9/8/2023,M12,34,400,Поступление
2555,9/8/2023,M12,35,400,Поступление
2556,9/8/2023,M12,36,400,Поступление
2557,9/8/2023,M13,1,400,Поступление
2558,9/8/2023,M13,2,400,Поступление
2559,9/8/2023,M13,3,400,Поступление
2560,9/8/2023,M13,4,400,Поступление
2561,9/8/2023,M13,5,400,Поступление
2562,9/8/2023,M13,6,400,Поступление
2563,9/8/2023,M13,7,400,Поступление
2564,9/8/2023,M13,8,400,Поступление
2565,9/8/2023,M13,9,400,Поступление
2566,9/8/2023,M13,10,400,Поступление
2567,9/8/2023,M13,11,400,Поступление
2568,9/8/2023,M13,12,400,Поступление
2569,9/8/2023,M13,13,400,Поступление
2570,9/8/2023,M13,14,400,Поступление
2571,9/8/2023,M13,15,400,Поступление
2572,9/8/2023,M13,16,400,Поступление
2573,9/8/2023,M13,17,400,Поступление
2574,9/8/2023,M13,18,400,Поступление
2575,9/8/2023,M13,19,400,Поступление
2576,9/8/2023,M13,20,400,Поступление
2577,9/8/2023,M13,21,400,Поступление
2578,9/8/2023,M13,22,400,Поступление
2579,9/8/2023,M13,23,400,Поступление
2580,9/8/2023,M13,24,400,Поступление
2581,9/8/2023,M13,25,400,Поступление
2582,9/8/2023,M13,26,400,Поступление
2583,9/8/2023,M13,27,400,Поступление
2584,9/8/2023,M13,28,400,Поступление
2585,9/8/2023,M13,29,400,Поступление
2586,9/8/2023,M13,30,400,Поступление
2587,9/8/2023,M13,31,400,Поступление
2588,9/8/2023,M13,32,400,Поступление
2589,9/8/2023,M13,33,400,Поступление
2590,9/8/2023,M13,34,400,Поступление
2591,9/8/2023,M13,35,400,Поступление
2592,9/8/2023,M13,36,400,Поступление
2593,9/8/2023,M16,1,400,Поступление
2594,9/8/2023,M16,2,400,Поступление
2595,9/8/2023,M16,3,400,Поступление
2596,9/8/2023,M16,4,400,Поступление
2597,9/8/2023,M16,5,400,Поступление
2598,9/8/2023,M16,6,400,Поступление
2599,9/8/2023,M16,7,400,Поступление
2600,9/8/2023,M16,8,400,Поступление
2601,9/8/2023,M16,9,400,Поступление
2602,9/8/2023,M16,10,400,Поступление
2603,9/8/2023,M16,11,400,Поступление
2604,9/8/2023,M16,12,400,Поступление
2605,9/8/2023,M16,13,400,Поступление
2606,9/8/2023,M16,14,400,Поступление
2607,9/8/2023,M16,15,400,Поступление
2608,9/8/2023,M16,16,400,Поступление
2609,9/8/2023,M16,17,400,Поступление
2610,9/8/2023,M16,18,400,Поступление
2611,9/8/2023,M16,19,400,Поступление
2612,9/8/2023,M16,20,400,Поступление
2613,9/8/2023,M16,21,400,Поступление
2614,9/8/2023,M16,22,400,Поступление
2615,9/8/2023,M16,23,400,Поступление
2616,9/8/2023,M16,24,400,Поступление
2617,9/8/2023,M16,25,400,Поступление
2618,9/8/2023,M16,26,400,Поступление
